 Drosophila Celegans
0 "gi|671162298|ref|NP_001288144.1| unextended, isoform H [Drosophila melanogaster]" "gi|392925573|ref|NP_508521.2| Protein C33D12.2 [Caenorhabditis elegans]"
4931 "gi|442630645|ref|NP_001261494.1| CG8641, isoform B [Drosophila melanogaster]" "gi|392894415|ref|NP_001254866.1| Protein RAL-1, isoform b [Caenorhabditis elegans]"
4932 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392894334|ref|NP_001254858.1| Protein LAF-1, isoform a [Caenorhabditis elegans]"
4933 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392894336|ref|NP_001254859.1| Protein LAF-1, isoform b [Caenorhabditis elegans]"
4934 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392921587|ref|NP_001256535.1| Protein F58G11.2, isoform c [Caenorhabditis elegans]"
4935 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392921585|ref|NP_001256534.1| Protein F58G11.2, isoform b [Caenorhabditis elegans]"
4936 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392921583|ref|NP_001256533.1| Protein F58G11.2, isoform a [Caenorhabditis elegans]"
4937 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392902146|ref|NP_001255908.1| Protein MEL-46, isoform b [Caenorhabditis elegans]"
4938 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392902148|ref|NP_001255909.1| Protein MEL-46, isoform a [Caenorhabditis elegans]"
4939 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392891038|ref|NP_001254186.1| Protein DDX-19, isoform d [Caenorhabditis elegans]"
4940 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392895997|ref|NP_001254980.1| Protein ZK512.2, isoform a [Caenorhabditis elegans]"
4941 "gi|442630633|ref|NP_001261491.1| CG10077, isoform D [Drosophila melanogaster]" "gi|392895999|ref|NP_001254981.1| Protein ZK512.2, isoform b [Caenorhabditis elegans]"
4942 "gi|442630618|ref|NP_001163355.2| ventral veins lacking, isoform C [Drosophila melanogaster]" "gi|392895731|ref|NP_001021191.2| Protein UNC-86, isoform b [Caenorhabditis elegans]"
4943 "gi|442630618|ref|NP_001163355.2| ventral veins lacking, isoform C [Drosophila melanogaster]" "gi|392895729|ref|NP_498795.2| Protein UNC-86, isoform a [Caenorhabditis elegans]"
4944 "gi|442630554|ref|NP_001261473.1| CG10226, isoform B [Drosophila melanogaster]" "gi|392927326|ref|NP_001257143.1| Protein PGP-4, isoform b [Caenorhabditis elegans]"
4945 "gi|442630554|ref|NP_001261473.1| CG10226, isoform B [Drosophila melanogaster]" "gi|392927324|ref|NP_001257142.1| Protein PGP-4, isoform a [Caenorhabditis elegans]"
4946 "gi|442630554|ref|NP_001261473.1| CG10226, isoform B [Drosophila melanogaster]" "gi|392927176|ref|NP_001257118.1| Protein PGP-6, isoform c [Caenorhabditis elegans]"
4947 "gi|442630554|ref|NP_001261473.1| CG10226, isoform B [Drosophila melanogaster]" "gi|392927171|ref|NP_001257116.1| Protein PGP-5, isoform a [Caenorhabditis elegans]"
4948 "gi|442630554|ref|NP_001261473.1| CG10226, isoform B [Drosophila melanogaster]" "gi|392927173|ref|NP_001257117.1| Protein PGP-5, isoform b [Caenorhabditis elegans]"
4949 "gi|442630554|ref|NP_001261473.1| CG10226, isoform B [Drosophila melanogaster]" "gi|392923048|ref|NP_507812.3| Protein MRP-7 [Caenorhabditis elegans]"
4950 "gi|442630554|ref|NP_001261473.1| CG10226, isoform B [Drosophila melanogaster]" "gi|392925782|ref|NP_508710.3| Protein MRP-6 [Caenorhabditis elegans]"
4951 "gi|442630554|ref|NP_001261473.1| CG10226, isoform B [Drosophila melanogaster]" "gi|392896924|ref|NP_499598.2| Protein MRP-8 [Caenorhabditis elegans]"
4952 "gi|442630444|ref|NP_001261452.1| CG5537, isoform C [Drosophila melanogaster]" "gi|392901158|ref|NP_001255640.1| Protein F19B6.1, isoform d [Caenorhabditis elegans]"
4953 "gi|442630442|ref|NP_001261451.1| CG5537, isoform B [Drosophila melanogaster]" "gi|392901158|ref|NP_001255640.1| Protein F19B6.1, isoform d [Caenorhabditis elegans]"
4954 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392896679|ref|NP_499447.2| Protein RSKS-1 [Caenorhabditis elegans]"
4955 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392920992|ref|NP_001256394.1| Protein PKC-1, isoform b [Caenorhabditis elegans]"
4956 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392920994|ref|NP_001256395.1| Protein PKC-1, isoform a [Caenorhabditis elegans]"
4957 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392920996|ref|NP_001256396.1| Protein PKC-1, isoform c [Caenorhabditis elegans]"
4958 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392927076|ref|NP_001257102.1| Protein PKN-1, isoform a [Caenorhabditis elegans]"
4959 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392927074|ref|NP_001257101.1| Protein PKN-1, isoform b [Caenorhabditis elegans]"
4960 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392925179|ref|NP_508114.2| Protein F28C10.3 [Caenorhabditis elegans]"
4961 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392900834|ref|NP_001255558.1| Protein KIN-4, isoform b [Caenorhabditis elegans]"
4962 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392900822|ref|NP_001255552.1| Protein KIN-4, isoform c [Caenorhabditis elegans]"
4963 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392900828|ref|NP_001255555.1| Protein KIN-4, isoform f [Caenorhabditis elegans]"
4964 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392900826|ref|NP_001255554.1| Protein KIN-4, isoform e [Caenorhabditis elegans]"
4965 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392900824|ref|NP_001255553.1| Protein KIN-4, isoform d [Caenorhabditis elegans]"
4966 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392900820|ref|NP_001255551.1| Protein KIN-4, isoform g [Caenorhabditis elegans]"
4967 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392900832|ref|NP_001255557.1| Protein KIN-4, isoform a [Caenorhabditis elegans]"
4968 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392900830|ref|NP_001255556.1| Protein KIN-4, isoform h [Caenorhabditis elegans]"
4969 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392921754|ref|NP_001256565.1| Protein PAR-1, isoform e [Caenorhabditis elegans]"
4970 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392921738|ref|NP_001122967.2| Protein PAR-1, isoform d [Caenorhabditis elegans]"
4971 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392921746|ref|NP_001256561.1| Protein PAR-1, isoform g [Caenorhabditis elegans]"
4972 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392921744|ref|NP_001256560.1| Protein PAR-1, isoform j [Caenorhabditis elegans]"
4973 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392921742|ref|NP_001256559.1| Protein PAR-1, isoform f [Caenorhabditis elegans]"
4974 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392899410|ref|NP_001255295.1| Protein UNC-82, isoform f [Caenorhabditis elegans]"
4975 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392899418|ref|NP_501185.5| Protein UNC-82, isoform a [Caenorhabditis elegans]"
4976 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392899408|ref|NP_501186.5| Protein UNC-82, isoform b [Caenorhabditis elegans]"
4977 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392899416|ref|NP_001255298.1| Protein UNC-82, isoform h [Caenorhabditis elegans]"
4978 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392899406|ref|NP_001255294.1| Protein UNC-82, isoform e [Caenorhabditis elegans]"
4979 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392899414|ref|NP_001255297.1| Protein UNC-82, isoform g [Caenorhabditis elegans]"
4980 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392899412|ref|NP_001255296.1| Protein UNC-82, isoform d [Caenorhabditis elegans]"
4981 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392895263|ref|NP_498384.2| Protein C56G2.5 [Caenorhabditis elegans]"
4982 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392900436|ref|NP_001255480.1| Protein UNC-43, isoform r [Caenorhabditis elegans]"
4983 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392922454|ref|NP_001256724.1| Protein DKF-2, isoform e [Caenorhabditis elegans]"
4984 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392922456|ref|NP_001256725.1| Protein DKF-2, isoform f [Caenorhabditis elegans]"
4985 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392922458|ref|NP_001256726.1| Protein DKF-2, isoform d [Caenorhabditis elegans]"
4986 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392901026|ref|NP_001255603.1| Protein UNC-22, isoform d [Caenorhabditis elegans]"
4987 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392901028|ref|NP_001122835.2| Protein UNC-22, isoform c [Caenorhabditis elegans]"
4988 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392901023|ref|NP_001255602.1| Protein UNC-22, isoform g [Caenorhabditis elegans]"
4989 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392901020|ref|NP_001255601.1| Protein UNC-22, isoform f [Caenorhabditis elegans]"
4990 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392901030|ref|NP_001255604.1| Protein UNC-22, isoform e [Caenorhabditis elegans]"
4991 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392892180|ref|NP_001254363.1| Protein MAX-2, isoform d [Caenorhabditis elegans]"
4992 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392918123|ref|NP_001023760.2| Protein KIN-33, isoform c [Caenorhabditis elegans]"
4993 "gi|442630440|ref|NP_001261450.1| RPS6-p70-protein kinase, isoform B [Drosophila melanogaster]" "gi|392918121|ref|NP_503159.3| Protein KIN-33, isoform a [Caenorhabditis elegans]"
4994 "gi|442630405|ref|NP_001097516.3| still life, isoform K [Drosophila melanogaster]" "gi|453224096|ref|NP_491367.3| Protein CGEF-2 [Caenorhabditis elegans]"
4995 "gi|442630403|ref|NP_001261448.1| still life, isoform M [Drosophila melanogaster]" "gi|453224096|ref|NP_491367.3| Protein CGEF-2 [Caenorhabditis elegans]"
4996 "gi|442630401|ref|NP_001261447.1| still life, isoform L [Drosophila melanogaster]" "gi|453224096|ref|NP_491367.3| Protein CGEF-2 [Caenorhabditis elegans]"
4997 "gi|442630399|ref|NP_001261446.1| still life, isoform J [Drosophila melanogaster]" "gi|453224096|ref|NP_491367.3| Protein CGEF-2 [Caenorhabditis elegans]"
4998 "gi|442630397|ref|NP_001097519.2| still life, isoform I [Drosophila melanogaster]" "gi|453224096|ref|NP_491367.3| Protein CGEF-2 [Caenorhabditis elegans]"
4999 "gi|442630391|ref|NP_001261445.1| Blimp-1, isoform E [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
5000 "gi|442630391|ref|NP_001261445.1| Blimp-1, isoform E [Drosophila melanogaster]" "gi|392926806|ref|NP_509530.2| Protein F47E1.3 [Caenorhabditis elegans]"
5001 "gi|442630389|ref|NP_001261444.1| Blimp-1, isoform D [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
5002 "gi|442630389|ref|NP_001261444.1| Blimp-1, isoform D [Drosophila melanogaster]" "gi|392926806|ref|NP_509530.2| Protein F47E1.3 [Caenorhabditis elegans]"
5003 "gi|442630387|ref|NP_001261443.1| Blimp-1, isoform C [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
5004 "gi|442630387|ref|NP_001261443.1| Blimp-1, isoform C [Drosophila melanogaster]" "gi|392926806|ref|NP_509530.2| Protein F47E1.3 [Caenorhabditis elegans]"
5005 "gi|442630385|ref|NP_001261442.1| Blimp-1, isoform B [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
5006 "gi|442630385|ref|NP_001261442.1| Blimp-1, isoform B [Drosophila melanogaster]" "gi|392926806|ref|NP_509530.2| Protein F47E1.3 [Caenorhabditis elegans]"
5007 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894649|ref|NP_001254900.1| Protein SUP-26, isoform f [Caenorhabditis elegans]"
5008 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894638|ref|NP_001254895.1| Protein SUP-26, isoform n [Caenorhabditis elegans]"
5009 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894644|ref|NP_001254898.1| Protein SUP-26, isoform r [Caenorhabditis elegans]"
5010 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894661|ref|NP_001254905.1| Protein SUP-26, isoform p [Caenorhabditis elegans]"
5011 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894652|ref|NP_001254901.1| Protein SUP-26, isoform g [Caenorhabditis elegans]"
5012 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894632|ref|NP_001254892.1| Protein SUP-26, isoform q [Caenorhabditis elegans]"
5013 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894647|ref|NP_001254899.1| Protein SUP-26, isoform j [Caenorhabditis elegans]"
5014 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894640|ref|NP_001254896.1| Protein SUP-26, isoform m [Caenorhabditis elegans]"
5015 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894654|ref|NP_001254902.1| Protein SUP-26, isoform i [Caenorhabditis elegans]"
5016 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894634|ref|NP_001254893.1| Protein SUP-26, isoform k [Caenorhabditis elegans]"
5017 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894636|ref|NP_001254894.1| Protein SUP-26, isoform o [Caenorhabditis elegans]"
5018 "gi|442630338|ref|NP_729057.3| alan shepard, isoform I [Drosophila melanogaster]" "gi|392894642|ref|NP_001254897.1| Protein SUP-26, isoform l [Caenorhabditis elegans]"
5019 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894649|ref|NP_001254900.1| Protein SUP-26, isoform f [Caenorhabditis elegans]"
5020 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894638|ref|NP_001254895.1| Protein SUP-26, isoform n [Caenorhabditis elegans]"
5021 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894644|ref|NP_001254898.1| Protein SUP-26, isoform r [Caenorhabditis elegans]"
5022 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894652|ref|NP_001254901.1| Protein SUP-26, isoform g [Caenorhabditis elegans]"
5023 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894661|ref|NP_001254905.1| Protein SUP-26, isoform p [Caenorhabditis elegans]"
5024 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894632|ref|NP_001254892.1| Protein SUP-26, isoform q [Caenorhabditis elegans]"
5025 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894647|ref|NP_001254899.1| Protein SUP-26, isoform j [Caenorhabditis elegans]"
5026 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894640|ref|NP_001254896.1| Protein SUP-26, isoform m [Caenorhabditis elegans]"
5027 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894654|ref|NP_001254902.1| Protein SUP-26, isoform i [Caenorhabditis elegans]"
5028 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894634|ref|NP_001254893.1| Protein SUP-26, isoform k [Caenorhabditis elegans]"
5029 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894636|ref|NP_001254894.1| Protein SUP-26, isoform o [Caenorhabditis elegans]"
5030 "gi|442630336|ref|NP_001261439.1| alan shepard, isoform H [Drosophila melanogaster]" "gi|392894642|ref|NP_001254897.1| Protein SUP-26, isoform l [Caenorhabditis elegans]"
5031 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894649|ref|NP_001254900.1| Protein SUP-26, isoform f [Caenorhabditis elegans]"
5032 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894638|ref|NP_001254895.1| Protein SUP-26, isoform n [Caenorhabditis elegans]"
5033 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894661|ref|NP_001254905.1| Protein SUP-26, isoform p [Caenorhabditis elegans]"
5034 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894644|ref|NP_001254898.1| Protein SUP-26, isoform r [Caenorhabditis elegans]"
5035 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894652|ref|NP_001254901.1| Protein SUP-26, isoform g [Caenorhabditis elegans]"
5036 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894632|ref|NP_001254892.1| Protein SUP-26, isoform q [Caenorhabditis elegans]"
5037 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894647|ref|NP_001254899.1| Protein SUP-26, isoform j [Caenorhabditis elegans]"
5038 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894640|ref|NP_001254896.1| Protein SUP-26, isoform m [Caenorhabditis elegans]"
5039 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894654|ref|NP_001254902.1| Protein SUP-26, isoform i [Caenorhabditis elegans]"
5040 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894634|ref|NP_001254893.1| Protein SUP-26, isoform k [Caenorhabditis elegans]"
5041 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894636|ref|NP_001254894.1| Protein SUP-26, isoform o [Caenorhabditis elegans]"
5042 "gi|442630334|ref|NP_001261438.1| alan shepard, isoform G [Drosophila melanogaster]" "gi|392894642|ref|NP_001254897.1| Protein SUP-26, isoform l [Caenorhabditis elegans]"
5043 "gi|442630259|ref|NP_001261421.1| CG42540, isoform J [Drosophila melanogaster]" "gi|392926021|ref|NP_001257020.1| Protein STO-2, isoform b [Caenorhabditis elegans]"
5044 "gi|442630259|ref|NP_001261421.1| CG42540, isoform J [Drosophila melanogaster]" "gi|392926027|ref|NP_001257023.1| Protein STO-2, isoform a [Caenorhabditis elegans]"
5045 "gi|442630259|ref|NP_001261421.1| CG42540, isoform J [Drosophila melanogaster]" "gi|392926023|ref|NP_001257021.1| Protein STO-2, isoform c [Caenorhabditis elegans]"
5046 "gi|442630259|ref|NP_001261421.1| CG42540, isoform J [Drosophila melanogaster]" "gi|392926025|ref|NP_001257022.1| Protein STO-2, isoform d [Caenorhabditis elegans]"
5047 "gi|442630259|ref|NP_001261421.1| CG42540, isoform J [Drosophila melanogaster]" "gi|453232908|ref|NP_001024653.2| Protein STO-5, isoform a [Caenorhabditis elegans]"
5048 "gi|442630259|ref|NP_001261421.1| CG42540, isoform J [Drosophila melanogaster]" "gi|453232910|ref|NP_001024654.2| Protein STO-5, isoform b [Caenorhabditis elegans]"
5049 "gi|442630257|ref|NP_001261420.1| CG42540, isoform I [Drosophila melanogaster]" "gi|392926021|ref|NP_001257020.1| Protein STO-2, isoform b [Caenorhabditis elegans]"
5050 "gi|442630257|ref|NP_001261420.1| CG42540, isoform I [Drosophila melanogaster]" "gi|392926027|ref|NP_001257023.1| Protein STO-2, isoform a [Caenorhabditis elegans]"
5051 "gi|442630257|ref|NP_001261420.1| CG42540, isoform I [Drosophila melanogaster]" "gi|392926023|ref|NP_001257021.1| Protein STO-2, isoform c [Caenorhabditis elegans]"
5052 "gi|442630257|ref|NP_001261420.1| CG42540, isoform I [Drosophila melanogaster]" "gi|392926025|ref|NP_001257022.1| Protein STO-2, isoform d [Caenorhabditis elegans]"
5053 "gi|442630257|ref|NP_001261420.1| CG42540, isoform I [Drosophila melanogaster]" "gi|453232908|ref|NP_001024653.2| Protein STO-5, isoform a [Caenorhabditis elegans]"
5054 "gi|442630257|ref|NP_001261420.1| CG42540, isoform I [Drosophila melanogaster]" "gi|453232910|ref|NP_001024654.2| Protein STO-5, isoform b [Caenorhabditis elegans]"
5055 "gi|442630255|ref|NP_001261419.1| CG42540, isoform H [Drosophila melanogaster]" "gi|392926021|ref|NP_001257020.1| Protein STO-2, isoform b [Caenorhabditis elegans]"
5056 "gi|442630255|ref|NP_001261419.1| CG42540, isoform H [Drosophila melanogaster]" "gi|392926027|ref|NP_001257023.1| Protein STO-2, isoform a [Caenorhabditis elegans]"
5057 "gi|442630255|ref|NP_001261419.1| CG42540, isoform H [Drosophila melanogaster]" "gi|392926025|ref|NP_001257022.1| Protein STO-2, isoform d [Caenorhabditis elegans]"
5058 "gi|442630255|ref|NP_001261419.1| CG42540, isoform H [Drosophila melanogaster]" "gi|392926023|ref|NP_001257021.1| Protein STO-2, isoform c [Caenorhabditis elegans]"
5059 "gi|442630255|ref|NP_001261419.1| CG42540, isoform H [Drosophila melanogaster]" "gi|453232908|ref|NP_001024653.2| Protein STO-5, isoform a [Caenorhabditis elegans]"
5060 "gi|442630255|ref|NP_001261419.1| CG42540, isoform H [Drosophila melanogaster]" "gi|453232910|ref|NP_001024654.2| Protein STO-5, isoform b [Caenorhabditis elegans]"
5061 "gi|442630141|ref|NP_001261408.1| masquerade, isoform C [Drosophila melanogaster]" "gi|392899625|ref|NP_501379.2| Protein SVH-1 [Caenorhabditis elegans]"
5062 "gi|442630138|ref|NP_001261407.1| nab, isoform D [Drosophila melanogaster]" "gi|392891519|ref|NP_496268.2| Protein MAB-10 [Caenorhabditis elegans]"
5063 "gi|442630136|ref|NP_001261406.1| CG1299, isoform B [Drosophila melanogaster]" "gi|392899625|ref|NP_501379.2| Protein SVH-1 [Caenorhabditis elegans]"
5064 "gi|442630133|ref|NP_001261405.1| CG32260, isoform C [Drosophila melanogaster]" "gi|392899625|ref|NP_501379.2| Protein SVH-1 [Caenorhabditis elegans]"
5065 "gi|442630107|ref|NP_001261397.1| CG14995, isoform I [Drosophila melanogaster]" "gi|392895750|ref|NP_498812.2| Protein F09G8.5 [Caenorhabditis elegans]"
5066 "gi|442630038|ref|NP_001261380.1| arrowhead, isoform D [Drosophila melanogaster]" "gi|392927447|ref|NP_001257169.1| Protein TTX-3, isoform b [Caenorhabditis elegans]"
5067 "gi|442630038|ref|NP_001261380.1| arrowhead, isoform D [Drosophila melanogaster]" "gi|392927445|ref|NP_001257168.1| Protein TTX-3, isoform a [Caenorhabditis elegans]"
5068 "gi|442630038|ref|NP_001261380.1| arrowhead, isoform D [Drosophila melanogaster]" "gi|392925293|ref|NP_001256980.1| Protein LIM-6, isoform b [Caenorhabditis elegans]"
5069 "gi|442630038|ref|NP_001261380.1| arrowhead, isoform D [Drosophila melanogaster]" "gi|392925295|ref|NP_001256981.1| Protein LIM-6, isoform a [Caenorhabditis elegans]"
5070 "gi|442630036|ref|NP_001261379.1| arrowhead, isoform C [Drosophila melanogaster]" "gi|392927447|ref|NP_001257169.1| Protein TTX-3, isoform b [Caenorhabditis elegans]"
5071 "gi|442630036|ref|NP_001261379.1| arrowhead, isoform C [Drosophila melanogaster]" "gi|392927445|ref|NP_001257168.1| Protein TTX-3, isoform a [Caenorhabditis elegans]"
5072 "gi|442630036|ref|NP_001261379.1| arrowhead, isoform C [Drosophila melanogaster]" "gi|392925293|ref|NP_001256980.1| Protein LIM-6, isoform b [Caenorhabditis elegans]"
5073 "gi|442630036|ref|NP_001261379.1| arrowhead, isoform C [Drosophila melanogaster]" "gi|392925295|ref|NP_001256981.1| Protein LIM-6, isoform a [Caenorhabditis elegans]"
5074 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392894692|ref|NP_001254915.1| Protein CDK-12, isoform c [Caenorhabditis elegans]"
5075 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392894694|ref|NP_001254916.1| Protein CDK-12, isoform a [Caenorhabditis elegans]"
